2023-12-08 19:40:37,725 INFO    StreamThr :65677 [internal.py:wandb_internal():86] W&B internal server running at pid: 65677, started at: 2023-12-08 19:40:37.724503
2023-12-08 19:40:37,726 DEBUG   HandlerThread:65677 [handler.py:handle_request():146] handle_request: status
2023-12-08 19:40:37,731 INFO    WriterThread:65677 [datastore.py:open_for_write():85] open: /data/wenbo_guo/projects/Visual-Jailbreak-Language-Models/wandb/run-20231208_194037-opxbvj8c/run-opxbvj8c.wandb
2023-12-08 19:40:37,732 DEBUG   SenderThread:65677 [sender.py:send():380] send: header
2023-12-08 19:40:37,788 DEBUG   SenderThread:65677 [sender.py:send():380] send: run
2023-12-08 19:40:38,067 INFO    SenderThread:65677 [dir_watcher.py:__init__():211] watching files in: /data/wenbo_guo/projects/Visual-Jailbreak-Language-Models/wandb/run-20231208_194037-opxbvj8c/files
2023-12-08 19:40:38,067 INFO    SenderThread:65677 [sender.py:_start_run_threads():1124] run started: opxbvj8c with start time 1702064437.725738
2023-12-08 19:40:38,076 DEBUG   HandlerThread:65677 [handler.py:handle_request():146] handle_request: check_version
2023-12-08 19:40:38,076 DEBUG   SenderThread:65677 [sender.py:send_request():407] send_request: check_version
2023-12-08 19:40:38,122 DEBUG   HandlerThread:65677 [handler.py:handle_request():146] handle_request: run_start
2023-12-08 19:40:38,134 DEBUG   HandlerThread:65677 [system_info.py:__init__():32] System info init
2023-12-08 19:40:38,134 DEBUG   HandlerThread:65677 [system_info.py:__init__():47] System info init done
2023-12-08 19:40:38,134 INFO    HandlerThread:65677 [system_monitor.py:start():194] Starting system monitor
2023-12-08 19:40:38,134 INFO    SystemMonitor:65677 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-08 19:40:38,134 INFO    HandlerThread:65677 [system_monitor.py:probe():214] Collecting system info
2023-12-08 19:40:38,135 INFO    SystemMonitor:65677 [interfaces.py:start():190] Started cpu monitoring
2023-12-08 19:40:38,136 INFO    SystemMonitor:65677 [interfaces.py:start():190] Started disk monitoring
2023-12-08 19:40:38,138 INFO    SystemMonitor:65677 [interfaces.py:start():190] Started gpu monitoring
2023-12-08 19:40:38,138 INFO    SystemMonitor:65677 [interfaces.py:start():190] Started memory monitoring
2023-12-08 19:40:38,139 INFO    SystemMonitor:65677 [interfaces.py:start():190] Started network monitoring
2023-12-08 19:40:38,163 DEBUG   HandlerThread:65677 [system_info.py:probe():196] Probing system
2023-12-08 19:40:38,171 DEBUG   HandlerThread:65677 [system_info.py:_probe_git():181] Probing git
2023-12-08 19:40:38,187 DEBUG   HandlerThread:65677 [system_info.py:_probe_git():189] Probing git done
2023-12-08 19:40:38,187 DEBUG   HandlerThread:65677 [system_info.py:probe():244] Probing system done
